route_id,day_of_week,hour,weather,is_holiday,is_weekend,capacity,passenger_count,max_segment_pax,min_segment_pax,rush_level
Guntur-Amaravati,Wednesday,10,Sunny,0,0,60,60,60,22,High
Tenali-Bapatla,Monday,11,Rainy,0,0,45,25,16,9,Medium
Guntur-Tenali,Saturday,22,Sunny,0,1,55,12,10,4,Low
Tenali-Repalle,Friday,7,Sunny,0,0,42,37,42,15,High
Guntur-Sattenapalli,Tuesday,11,Sunny,0,0,50,24,18,6,Medium
Guntur-Brodipet,Thursday,14,Rainy,0,0,52,23,22,7,Medium
Tenali-Chirala,Tuesday,11,Cloudy,0,0,48,18,18,5,Low
Guntur-Amaravati,Saturday,5,Sunny,0,1,60,17,17,4,Low
Tenali-Repalle,Friday,17,Sunny,0,0,42,35,36,12,High
Tenali-Vijayawada,Monday,5,Rainy,0,0,60,33,26,11,Medium
Tenali-Bapatla,Saturday,19,Cloudy,0,1,45,20,20,12,Medium
Tenali-Ongole,Friday,18,Sunny,0,0,50,35,50,15,Medium
Guntur-Narasaraopet,Monday,8,Rainy,1,0,55,55,55,24,High
Tenali-Vijayawada,Sunday,5,Sunny,0,1,60,20,17,5,Low
Guntur-Narasaraopet,Tuesday,6,Sunny,0,0,55,21,20,6,Low
Tenali-Vijayawada,Wednesday,5,Sunny,0,0,60,26,21,6,Medium
Guntur-Tenali,Tuesday,12,Sunny,0,0,55,19,17,4,Low
Guntur-Amaravati,Sunday,15,Sunny,1,1,60,27,23,8,Medium
Tenali-Repalle,Tuesday,19,Sunny,1,0,42,42,42,18,High
Tenali-Repalle,Saturday,16,Sunny,0,1,42,13,12,3,Low
Guntur-Amaravati,Thursday,18,Foggy,0,0,60,60,60,27,High
Guntur-Narasaraopet,Sunday,9,Sunny,0,1,55,30,33,11,Medium
Guntur-Narasaraopet,Monday,21,Sunny,0,0,55,25,26,8,Medium
Guntur-Sattenapalli,Sunday,22,Sunny,0,1,50,11,10,2,Low
Tenali-Repalle,Wednesday,21,Rainy,0,0,42,34,27,11,High
Guntur-Amaravati,Monday,15,Cloudy,0,0,60,28,25,9,Medium
Tenali-Vijayawada,Monday,8,Rainy,0,0,60,60,60,23,High
Tenali-Ongole,Sunday,21,Cloudy,0,1,50,13,13,4,Low
Guntur-Amaravati,Monday,10,Cloudy,0,0,60,51,60,21,High
Tenali-Ongole,Tuesday,20,Sunny,0,0,50,40,44,17,High
Guntur-Brodipet,Monday,7,Cloudy,1,0,52,44,52,18,High
Guntur-Brodipet,Sunday,8,Cloudy,0,1,52,28,38,10,Medium
Tenali-Chirala,Thursday,21,Sunny,0,0,48,16,12,5,Low
Tenali-Ongole,Thursday,21,Cloudy,0,0,50,23,17,6,Medium
Tenali-Ongole,Tuesday,9,Cloudy,0,0,50,44,50,18,High
Tenali-Ongole,Monday,5,Sunny,0,0,50,17,15,4,Low
Tenali-Vijayawada,Tuesday,11,Cloudy,0,0,60,26,27,8,Medium
Guntur-Brodipet,Thursday,19,Rainy,0,0,52,50,52,22,High
Tenali-Ongole,Thursday,14,Cloudy,0,0,50,17,17,5,Low
Tenali-Guntur,Saturday,8,Rainy,0,1,55,34,37,19,Medium
Tenali-Guntur,Thursday,7,Cloudy,0,0,55,38,35,22,Medium
Tenali-Repalle,Thursday,14,Sunny,0,0,42,15,12,4,Low
Guntur-Sattenapalli,Wednesday,9,Sunny,0,0,50,50,50,17,High
Guntur-Narasaraopet,Thursday,15,Cloudy,0,0,55,23,19,6,Medium
Guntur-Mangalagiri,Saturday,17,Sunny,0,1,52,23,26,9,Medium
Guntur-Brodipet,Sunday,21,Sunny,0,1,52,15,14,4,Low
Guntur-Brodipet,Sunday,10,Cloudy,0,1,52,21,28,9,Medium
Guntur-Sattenapalli,Tuesday,19,Sunny,0,0,50,36,37,17,Medium
Guntur-Mangalagiri,Wednesday,11,Cloudy,0,0,52,21,16,6,Medium
Guntur-Brodipet,Sunday,13,Rainy,0,1,52,20,16,6,Low
Tenali-Bapatla,Sunday,9,Sunny,0,1,45,23,28,9,Medium
Guntur-Mangalagiri,Saturday,15,Sunny,1,1,52,18,15,5,Low
Guntur-Tenali,Tuesday,10,Sunny,0,0,55,46,55,19,High
Guntur-Ponnur,Saturday,20,Sunny,0,1,45,21,27,8,Medium
Guntur-Ponnur,Tuesday,8,Cloudy,0,0,45,28,40,13,Medium
Guntur-Tenali,Tuesday,17,Sunny,0,0,55,35,50,14,Medium
Tenali-Vijayawada,Monday,15,Rainy,0,0,60,35,30,9,Medium
Guntur-Tenali,Sunday,19,Sunny,0,1,55,27,33,12,Medium
Tenali-Repalle,Wednesday,8,Rainy,0,0,42,42,42,16,High
Guntur-Brodipet,Wednesday,23,Cloudy,1,0,52,32,32,9,Medium
Tenali-Bapatla,Saturday,23,Sunny,0,1,45,9,7,3,Low
Guntur-Sattenapalli,Sunday,5,Sunny,0,1,50,13,11,3,Low
Tenali-Ongole,Tuesday,6,Sunny,0,0,50,24,25,6,Medium
Guntur-Ponnur,Saturday,15,Sunny,0,1,45,10,8,3,Low
Tenali-Repalle,Wednesday,11,Rainy,0,0,42,26,26,7,Medium
Tenali-Chirala,Tuesday,8,Sunny,0,0,48,34,42,12,Medium
Guntur-Brodipet,Monday,9,Sunny,0,0,52,36,40,15,Medium
Guntur-Narasaraopet,Wednesday,8,Rainy,0,0,55,55,55,26,High
Tenali-Chirala,Thursday,13,Sunny,0,0,48,17,17,5,Low
Guntur-Ponnur,Sunday,9,Sunny,0,1,45,23,28,8,Medium
Guntur-Mangalagiri,Saturday,6,Rainy,0,1,52,19,20,5,Low
Tenali-Guntur,Sunday,13,Rainy,0,1,55,19,12,7,Low
Guntur-Narasaraopet,Thursday,6,Sunny,0,0,55,25,19,6,Medium
Guntur-Ponnur,Thursday,22,Rainy,0,0,45,22,21,6,Medium
Guntur-Sattenapalli,Saturday,20,Sunny,0,1,50,25,32,11,Medium
Guntur-Nallapadu,Sunday,23,Sunny,0,1,48,11,8,3,Low
Guntur-Amaravati,Friday,18,Sunny,0,0,60,60,60,28,High
Tenali-Bapatla,Saturday,18,Sunny,0,1,45,21,20,12,Medium
Tenali-Bapatla,Wednesday,18,Sunny,1,0,45,45,44,20,High
Guntur-Mangalagiri,Tuesday,16,Cloudy,0,0,52,19,19,5,Low
Guntur-Narasaraopet,Thursday,6,Sunny,0,0,55,19,16,5,Low
Guntur-Brodipet,Friday,15,Sunny,0,0,52,20,20,4,Low
Tenali-Vijayawada,Friday,13,Sunny,1,0,60,39,33,11,Medium
Guntur-Sattenapalli,Friday,16,Sunny,0,0,50,24,19,5,Medium
Guntur-Ponnur,Sunday,15,Sunny,0,1,45,9,8,2,Low
Guntur-Tenali,Sunday,13,Sunny,0,1,55,12,10,4,Low
Tenali-Vijayawada,Friday,16,Cloudy,0,0,60,33,29,10,Medium
Tenali-Bapatla,Wednesday,12,Rainy,0,0,45,27,20,9,Medium
Tenali-Bapatla,Friday,5,Cloudy,1,0,45,28,22,10,Medium
Guntur-Sattenapalli,Saturday,8,Sunny,0,1,50,36,44,17,Medium
Guntur-Tenali,Thursday,19,Sunny,0,0,55,46,55,21,High
Tenali-Bapatla,Monday,6,Sunny,0,0,45,20,16,7,Medium
Tenali-Ongole,Sunday,22,Sunny,0,1,50,11,11,2,Low
Guntur-Sattenapalli,Thursday,19,Rainy,1,0,50,50,50,22,High
Tenali-Vijayawada,Monday,5,Cloudy,0,0,60,31,29,8,Medium
Tenali-Ongole,Tuesday,21,Rainy,0,0,50,26,21,6,Medium
Tenali-Ongole,Monday,19,Sunny,0,0,50,39,47,13,High
Tenali-Vijayawada,Tuesday,23,Cloudy,0,0,60,34,27,11,Medium
Guntur-Narasaraopet,Monday,22,Sunny,0,0,55,26,19,7,Medium
Guntur-Sattenapalli,Friday,14,Sunny,0,0,50,22,22,6,Medium
Guntur-Nallapadu,Wednesday,16,Cloudy,0,0,48,19,17,4,Low
Guntur-Tenali,Tuesday,22,Cloudy,0,0,55,21,20,6,Low
Tenali-Ongole,Monday,17,Rainy,0,0,50,45,50,17,High
Tenali-Vijayawada,Friday,9,Cloudy,0,0,60,47,56,22,High
Guntur-Mangalagiri,Monday,21,Rainy,1,0,52,39,33,10,High
Guntur-Tenali,Sunday,21,Sunny,0,1,55,15,13,3,Low
Tenali-Repalle,Monday,18,Cloudy,0,0,42,35,42,13,High
Guntur-Nallapadu,Thursday,6,Rainy,0,0,48,30,26,8,Medium
Tenali-Repalle,Saturday,20,Cloudy,1,1,42,29,36,14,Medium
Guntur-Amaravati,Tuesday,19,Sunny,1,0,60,60,60,27,High
Guntur-Mangalagiri,Thursday,15,Sunny,0,0,52,23,20,7,Medium
Tenali-Chirala,Monday,12,Cloudy,0,0,48,18,15,5,Low
Guntur-Sattenapalli,Tuesday,11,Foggy,0,0,50,19,19,5,Low
Tenali-Ongole,Saturday,10,Sunny,1,1,50,29,35,12,Medium
Tenali-Bapatla,Thursday,10,Sunny,0,0,45,36,40,20,High
Tenali-Vijayawada,Saturday,22,Sunny,0,1,60,19,16,4,Low
Guntur-Tenali,Friday,10,Sunny,0,0,55,47,53,19,High
Guntur-Brodipet,Monday,7,Sunny,1,0,52,52,52,24,High
Tenali-Ongole,Wednesday,23,Sunny,0,0,50,17,17,4,Low
Tenali-Chirala,Thursday,14,Sunny,0,0,48,23,24,6,Medium
Guntur-Narasaraopet,Thursday,18,Rainy,0,0,55,55,55,19,High
Tenali-Ongole,Wednesday,17,Rainy,0,0,50,42,50,15,High
Tenali-Vijayawada,Saturday,14,Cloudy,1,1,60,23,18,6,Low
Guntur-Brodipet,Monday,20,Sunny,0,0,52,35,43,15,Medium
Tenali-Guntur,Sunday,23,Rainy,1,1,55,22,14,7,Medium
Guntur-Tenali,Wednesday,19,Sunny,0,0,55,47,55,16,High
Tenali-Ongole,Thursday,18,Sunny,0,0,50,40,50,14,High
Tenali-Repalle,Friday,16,Sunny,0,0,42,15,14,3,Low
Tenali-Ongole,Thursday,13,Sunny,0,0,50,20,17,6,Medium
Tenali-Vijayawada,Monday,14,Sunny,0,0,60,30,31,9,Medium
Guntur-Sattenapalli,Sunday,10,Cloudy,0,1,50,20,24,8,Medium
Guntur-Amaravati,Thursday,15,Sunny,0,0,60,26,24,8,Medium
Tenali-Bapatla,Thursday,14,Sunny,1,0,45,29,25,12,Medium
Tenali-Repalle,Thursday,6,Rainy,1,0,42,32,32,8,High
Tenali-Ongole,Tuesday,17,Sunny,1,0,50,50,50,24,High
Tenali-Vijayawada,Saturday,10,Sunny,0,1,60,35,40,14,Medium
Tenali-Chirala,Sunday,9,Cloudy,0,1,48,19,26,8,Low
Guntur-Sattenapalli,Tuesday,18,Sunny,0,0,50,42,44,18,High
Guntur-Narasaraopet,Monday,11,Cloudy,0,0,55,19,16,5,Low
Tenali-Chirala,Saturday,18,Sunny,1,1,48,31,40,11,Medium
Tenali-Bapatla,Wednesday,15,Sunny,0,0,45,21,17,7,Medium
Tenali-Ongole,Tuesday,17,Sunny,0,0,50,39,50,17,High
Guntur-Amaravati,Monday,15,Sunny,0,0,60,32,24,9,Medium
Tenali-Repalle,Tuesday,14,Cloudy,0,0,42,19,17,5,Medium
Guntur-Brodipet,Tuesday,18,Sunny,0,0,52,35,43,14,Medium
Guntur-Nallapadu,Wednesday,21,Sunny,1,0,48,31,30,9,Medium
Tenali-Bapatla,Monday,16,Sunny,0,0,45,16,12,6,Low
Tenali-Guntur,Saturday,16,Sunny,0,1,55,13,10,4,Low
Tenali-Guntur,Monday,21,Rainy,0,0,55,28,23,9,Medium
Guntur-Nallapadu,Friday,12,Sunny,0,0,48,20,18,6,Medium
Guntur-Narasaraopet,Sunday,20,Cloudy,1,1,55,32,36,11,Medium
Tenali-Guntur,Friday,20,Sunny,0,0,55,38,37,17,Medium
Guntur-Mangalagiri,Sunday,10,Cloudy,0,1,52,28,31,12,Medium
Tenali-Ongole,Wednesday,9,Sunny,0,0,50,34,43,12,Medium
Guntur-Tenali,Thursday,7,Rainy,0,0,55,55,55,25,High
Guntur-Narasaraopet,Wednesday,18,Rainy,0,0,55,55,55,25,High
Tenali-Chirala,Saturday,9,Cloudy,0,1,48,22,30,7,Medium
Tenali-Vijayawada,Thursday,5,Sunny,0,0,60,27,25,7,Medium
Tenali-Guntur,Wednesday,6,Sunny,0,0,55,19,16,6,Low
Guntur-Amaravati,Wednesday,23,Cloudy,0,0,60,30,26,8,Medium
Tenali-Vijayawada,Wednesday,18,Cloudy,0,0,60,54,60,23,High
Tenali-Repalle,Saturday,13,Cloudy,0,1,42,12,11,3,Low
Guntur-Mangalagiri,Tuesday,18,Cloudy,0,0,52,36,52,15,Medium
Tenali-Chirala,Monday,8,Sunny,0,0,48,43,48,16,High
Tenali-Bapatla,Friday,14,Cloudy,0,0,45,21,15,7,Medium
Tenali-Ongole,Friday,21,Rainy,0,0,50,23,18,7,Medium
Tenali-Guntur,Tuesday,13,Rainy,0,0,55,27,21,8,Medium
Tenali-Chirala,Wednesday,21,Sunny,0,0,48,18,16,5,Low
Guntur-Brodipet,Sunday,22,Sunny,0,1,52,13,10,3,Low
Tenali-Repalle,Thursday,15,Sunny,0,0,42,20,17,6,Medium
Tenali-Vijayawada,Friday,9,Sunny,1,0,60,60,60,29,High
Guntur-Brodipet,Tuesday,11,Sunny,0,0,52,22,18,5,Medium
Tenali-Bapatla,Wednesday,13,Sunny,0,0,45,19,15,7,Medium
Guntur-Mangalagiri,Monday,13,Cloudy,0,0,52,23,23,6,Medium
Tenali-Ongole,Wednesday,15,Foggy,0,0,50,20,16,5,Medium
Tenali-Repalle,Monday,23,Sunny,0,0,42,20,18,6,Medium
Guntur-Tenali,Wednesday,9,Rainy,0,0,55,45,55,16,High
Guntur-Tenali,Tuesday,6,Sunny,0,0,55,22,18,6,Medium
Tenali-Chirala,Friday,10,Sunny,0,0,48,40,48,15,High
Tenali-Vijayawada,Tuesday,10,Foggy,0,0,60,60,60,28,High
Guntur-Narasaraopet,Tuesday,5,Sunny,0,0,55,23,19,6,Medium
Guntur-Tenali,Sunday,9,Cloudy,0,1,55,29,41,12,Medium
Guntur-Nallapadu,Thursday,21,Foggy,1,0,48,26,22,8,Medium
Tenali-Repalle,Saturday,19,Sunny,0,1,42,24,27,8,Medium
Tenali-Ongole,Sunday,22,Rainy,0,1,50,18,16,5,Low
Tenali-Guntur,Saturday,17,Sunny,0,1,55,23,24,14,Medium
Tenali-Chirala,Thursday,17,Sunny,0,0,48,35,47,12,Medium
Tenali-Bapatla,Saturday,22,Rainy,0,1,45,15,10,5,Low
Guntur-Sattenapalli,Thursday,6,Cloudy,1,0,50,29,23,9,Medium
Guntur-Sattenapalli,Saturday,14,Rainy,0,1,50,18,15,4,Low
Guntur-Ponnur,Saturday,19,Sunny,0,1,45,19,27,7,Medium
Tenali-Chirala,Monday,16,Sunny,1,0,48,27,22,6,Medium
Guntur-Nallapadu,Wednesday,7,Sunny,0,0,48,31,35,11,Medium
Tenali-Chirala,Sunday,17,Cloudy,0,1,48,23,33,9,Medium
Tenali-Vijayawada,Saturday,13,Sunny,0,1,60,17,17,5,Low
Guntur-Nallapadu,Thursday,11,Cloudy,0,0,48,20,15,6,Medium
Guntur-Amaravati,Saturday,19,Sunny,0,1,60,42,54,20,Medium
Guntur-Mangalagiri,Tuesday,10,Sunny,0,0,52,47,52,18,High
Tenali-Vijayawada,Thursday,20,Rainy,0,0,60,60,60,21,High
Guntur-Nallapadu,Thursday,5,Sunny,0,0,48,23,21,6,Medium
Guntur-Tenali,Saturday,20,Sunny,0,1,55,28,39,12,Medium
Guntur-Tenali,Saturday,12,Foggy,0,1,55,13,13,3,Low
Guntur-Mangalagiri,Thursday,17,Sunny,0,0,52,43,52,20,High
Guntur-Amaravati,Sunday,9,Sunny,0,1,60,32,47,14,Medium
Guntur-Brodipet,Monday,20,Cloudy,0,0,52,37,43,14,Medium
Guntur-Sattenapalli,Wednesday,18,Cloudy,0,0,50,50,50,24,High
Guntur-Sattenapalli,Friday,15,Sunny,0,0,50,22,19,7,Medium
Tenali-Repalle,Wednesday,5,Foggy,0,0,42,24,24,7,Medium
Guntur-Amaravati,Friday,22,Sunny,1,0,60,42,35,13,Medium
Guntur-Amaravati,Wednesday,7,Sunny,0,0,60,60,60,24,High
Tenali-Chirala,Thursday,18,Sunny,0,0,48,39,48,14,High
Guntur-Nallapadu,Wednesday,12,Sunny,0,0,48,17,15,4,Low
Guntur-Amaravati,Wednesday,19,Cloudy,0,0,60,59,60,26,High
Guntur-Mangalagiri,Monday,17,Sunny,0,0,52,33,44,12,Medium
Tenali-Guntur,Monday,8,Sunny,0,0,55,41,37,18,Medium
Guntur-Nallapadu,Sunday,17,Sunny,0,1,48,26,31,9,Medium
Guntur-Ponnur,Thursday,9,Rainy,1,0,45,45,45,16,High
Guntur-Amaravati,Friday,17,Foggy,0,0,60,58,60,26,High
Guntur-Tenali,Friday,19,Sunny,1,0,55,52,55,23,High
Tenali-Chirala,Sunday,12,Sunny,0,1,48,13,11,3,Low
Tenali-Ongole,Wednesday,23,Cloudy,0,0,50,22,22,7,Medium
Guntur-Ponnur,Tuesday,12,Sunny,0,0,45,18,16,5,Medium
Tenali-Guntur,Saturday,18,Sunny,0,1,55,29,28,16,Medium
Guntur-Sattenapalli,Thursday,23,Sunny,0,0,50,20,20,6,Medium
Guntur-Tenali,Thursday,22,Sunny,0,0,55,20,19,6,Low
Tenali-Repalle,Sunday,7,Sunny,0,1,42,18,25,6,Medium
Guntur-Amaravati,Thursday,6,Sunny,0,0,60,35,30,11,Medium
Tenali-Bapatla,Tuesday,8,Sunny,0,0,45,32,32,15,Medium
Guntur-Tenali,Sunday,9,Cloudy,0,1,55,27,33,12,Medium
Tenali-Bapatla,Saturday,14,Sunny,0,1,45,12,10,4,Low
Guntur-Sattenapalli,Saturday,14,Rainy,1,1,50,28,25,7,Medium
Tenali-Vijayawada,Sunday,23,Sunny,0,1,60,20,19,6,Low
Tenali-Ongole,Thursday,11,Foggy,0,0,50,26,25,6,Medium
Guntur-Tenali,Friday,7,Sunny,1,0,55,53,55,19,High
Tenali-Repalle,Sunday,18,Cloudy,0,1,42,19,27,7,Medium
Tenali-Guntur,Wednesday,14,Rainy,0,0,55,34,25,13,Medium
Guntur-Narasaraopet,Sunday,23,Sunny,0,1,55,13,12,3,Low
Guntur-Tenali,Sunday,5,Foggy,0,1,55,15,13,4,Low
Guntur-Ponnur,Tuesday,20,Cloudy,1,0,45,45,45,20,High
Guntur-Brodipet,Saturday,20,Sunny,0,1,52,26,33,9,Medium
Guntur-Ponnur,Tuesday,15,Sunny,0,0,45,18,14,4,Medium
Guntur-Nallapadu,Monday,9,Rainy,0,0,48,48,48,18,High
Tenali-Bapatla,Friday,12,Foggy,1,0,45,24,17,10,Medium
Guntur-Mangalagiri,Wednesday,16,Cloudy,0,0,52,19,16,5,Low
Guntur-Brodipet,Thursday,5,Rainy,1,0,52,42,36,10,High
Tenali-Guntur,Friday,19,Cloudy,0,0,55,35,37,16,Medium
Tenali-Vijayawada,Sunday,8,Sunny,0,1,60,28,32,10,Medium
Guntur-Amaravati,Wednesday,5,Rainy,0,0,60,45,41,13,High
Guntur-Nallapadu,Tuesday,16,Cloudy,0,0,48,17,17,5,Low
Tenali-Repalle,Friday,9,Cloudy,1,0,42,42,42,15,High
Tenali-Repalle,Monday,7,Sunny,0,0,42,34,40,12,High
Tenali-Chirala,Wednesday,14,Sunny,0,0,48,19,15,6,Low
Guntur-Narasaraopet,Friday,5,Rainy,0,0,55,30,30,9,Medium
Guntur-Sattenapalli,Friday,23,Sunny,0,0,50,21,19,6,Medium
Tenali-Ongole,Thursday,18,Rainy,1,0,50,50,50,20,High
Guntur-Tenali,Wednesday,19,Cloudy,1,0,55,53,55,18,High
Guntur-Tenali,Tuesday,20,Cloudy,0,0,55,37,46,15,Medium
Tenali-Chirala,Tuesday,12,Cloudy,0,0,48,17,12,4,Low
Guntur-Nallapadu,Wednesday,22,Sunny,0,0,48,22,19,7,Medium
Guntur-Mangalagiri,Tuesday,9,Rainy,0,0,52,52,52,24,High
Guntur-Amaravati,Friday,18,Sunny,0,0,60,60,60,25,High
Tenali-Vijayawada,Tuesday,8,Sunny,0,0,60,49,60,18,High
Tenali-Ongole,Tuesday,23,Sunny,1,0,50,28,21,7,Medium
Guntur-Mangalagiri,Thursday,20,Sunny,1,0,52,45,52,20,High
Guntur-Nallapadu,Friday,16,Sunny,0,0,48,16,13,5,Low
Guntur-Nallapadu,Thursday,19,Sunny,0,0,48,40,46,16,High
Tenali-Chirala,Friday,8,Cloudy,0,0,48,43,46,20,High
Guntur-Amaravati,Friday,7,Cloudy,0,0,60,57,60,25,High
Guntur-Narasaraopet,Monday,17,Rainy,0,0,55,53,55,22,High
Guntur-Tenali,Saturday,21,Sunny,0,1,55,14,11,3,Low
Tenali-Vijayawada,Friday,23,Cloudy,0,0,60,27,22,7,Medium
Tenali-Repalle,Saturday,13,Sunny,0,1,42,12,12,3,Low
Tenali-Ongole,Monday,17,Cloudy,0,0,50,37,50,14,Medium
Guntur-Ponnur,Tuesday,12,Sunny,0,0,45,20,21,6,Medium
Tenali-Bapatla,Wednesday,16,Cloudy,1,0,45,24,17,8,Medium
Tenali-Repalle,Wednesday,8,Sunny,0,0,42,42,42,18,High
Guntur-Mangalagiri,Wednesday,13,Cloudy,1,0,52,30,30,10,Medium
Tenali-Ongole,Saturday,5,Sunny,0,1,50,12,9,3,Low
Guntur-Amaravati,Monday,14,Sunny,0,0,60,36,31,9,Medium
Tenali-Guntur,Thursday,20,Sunny,0,0,55,35,40,20,Medium
Guntur-Sattenapalli,Tuesday,5,Sunny,0,0,50,23,20,7,Medium
Tenali-Vijayawada,Sunday,22,Sunny,0,1,60,16,16,5,Low
Guntur-Nallapadu,Saturday,11,Sunny,0,1,48,13,13,4,Low
Guntur-Brodipet,Monday,11,Sunny,0,0,52,23,17,6,Medium
Guntur-Narasaraopet,Wednesday,21,Rainy,0,0,55,40,39,9,Medium
Guntur-Brodipet,Wednesday,12,Sunny,0,0,52,24,20,6,Medium
Tenali-Repalle,Monday,11,Sunny,0,0,42,15,13,4,Low
Guntur-Amaravati,Thursday,8,Sunny,0,0,60,60,60,24,High
Guntur-Nallapadu,Friday,23,Sunny,0,0,48,19,15,6,Low
Tenali-Repalle,Tuesday,16,Sunny,0,0,42,17,13,5,Medium
Tenali-Repalle,Tuesday,14,Sunny,0,0,42,15,13,4,Low
Tenali-Ongole,Tuesday,5,Cloudy,0,0,50,17,17,4,Low
Guntur-Nallapadu,Saturday,16,Cloudy,0,1,48,10,8,2,Low
Tenali-Bapatla,Thursday,9,Cloudy,0,0,45,36,44,20,High
Guntur-Narasaraopet,Thursday,8,Sunny,0,0,55,39,49,14,Medium
Guntur-Brodipet,Sunday,9,Rainy,0,1,52,28,41,11,Medium
Tenali-Vijayawada,Friday,18,Cloudy,0,0,60,57,60,26,High
Guntur-Sattenapalli,Friday,12,Sunny,0,0,50,17,17,5,Low
Tenali-Bapatla,Tuesday,10,Sunny,1,0,45,39,45,18,High
Tenali-Chirala,Tuesday,18,Sunny,0,0,48,37,46,15,High
Guntur-Brodipet,Friday,6,Sunny,0,0,52,22,18,6,Medium
Guntur-Mangalagiri,Wednesday,20,Cloudy,0,0,52,34,39,16,Medium
Tenali-Chirala,Sunday,12,Cloudy,1,1,48,15,15,4,Low
Tenali-Ongole,Friday,10,Foggy,0,0,50,37,50,16,Medium
Tenali-Vijayawada,Monday,15,Sunny,1,0,60,44,34,15,Medium
Guntur-Ponnur,Thursday,11,Sunny,0,0,45,21,18,6,Medium
Guntur-Nallapadu,Saturday,5,Cloudy,0,1,48,13,13,4,Low
Tenali-Bapatla,Saturday,6,Rainy,0,1,45,17,12,6,Low
Tenali-Repalle,Saturday,5,Rainy,0,1,42,15,12,4,Low
Guntur-Narasaraopet,Sunday,5,Cloudy,0,1,55,12,12,3,Low
Guntur-Narasaraopet,Tuesday,19,Rainy,0,0,55,47,55,16,High
Tenali-Guntur,Monday,17,Cloudy,0,0,55,45,47,24,High
Guntur-Mangalagiri,Thursday,12,Sunny,0,0,52,23,23,6,Medium
Guntur-Sattenapalli,Thursday,21,Cloudy,0,0,50,21,21,7,Medium
Tenali-Repalle,Friday,5,Sunny,0,0,42,16,13,4,Low
Guntur-Brodipet,Friday,11,Cloudy,0,0,52,23,22,6,Medium
Tenali-Repalle,Friday,11,Rainy,0,0,42,19,16,5,Medium
Guntur-Brodipet,Monday,16,Cloudy,1,0,52,30,27,9,Medium
Tenali-Chirala,Monday,9,Rainy,1,0,48,48,48,16,High
Tenali-Chirala,Saturday,16,Sunny,0,1,48,11,10,2,Low
Guntur-Amaravati,Sunday,13,Cloudy,0,1,60,20,17,6,Low
Guntur-Narasaraopet,Sunday,7,Cloudy,0,1,55,24,29,11,Medium
Guntur-Ponnur,Saturday,14,Sunny,0,1,45,10,10,3,Low
Tenali-Ongole,Wednesday,21,Sunny,0,0,50,22,20,6,Medium
Guntur-Tenali,Friday,15,Sunny,1,0,55,33,34,10,Medium
Tenali-Repalle,Tuesday,13,Sunny,0,0,42,19,16,6,Medium
Tenali-Bapatla,Tuesday,22,Sunny,0,0,45,20,14,8,Medium
Tenali-Bapatla,Monday,19,Sunny,0,0,45,34,36,18,High
Tenali-Chirala,Monday,12,Rainy,1,0,48,33,24,8,Medium
Tenali-Repalle,Monday,14,Sunny,0,0,42,14,13,3,Low
Guntur-Nallapadu,Sunday,8,Sunny,0,1,48,21,25,10,Medium
Tenali-Vijayawada,Saturday,16,Sunny,1,1,60,24,20,7,Medium
Tenali-Ongole,Saturday,7,Rainy,0,1,50,26,31,9,Medium
Guntur-Amaravati,Friday,8,Sunny,0,0,60,57,60,26,High
Tenali-Vijayawada,Thursday,13,Cloudy,0,0,60,29,28,7,Medium
Tenali-Bapatla,Sunday,18,Sunny,0,1,45,19,17,9,Medium
Guntur-Brodipet,Saturday,15,Cloudy,0,1,52,13,12,3,Low
Guntur-Mangalagiri,Sunday,21,Cloudy,0,1,52,11,9,2,Low
Tenali-Chirala,Tuesday,22,Sunny,0,0,48,17,14,4,Low
Guntur-Tenali,Saturday,13,Sunny,1,1,55,21,19,6,Low
Tenali-Bapatla,Thursday,20,Sunny,0,0,45,32,31,14,Medium
Tenali-Vijayawada,Wednesday,7,Cloudy,0,0,60,49,56,21,High
Guntur-Mangalagiri,Thursday,23,Cloudy,0,0,52,21,20,5,Medium
Tenali-Ongole,Friday,7,Sunny,0,0,50,35,44,15,Medium
Guntur-Mangalagiri,Saturday,14,Rainy,0,1,52,15,12,4,Low
Tenali-Chirala,Saturday,19,Rainy,0,1,48,25,32,9,Medium
Guntur-Brodipet,Sunday,15,Sunny,0,1,52,12,9,3,Low
Guntur-Mangalagiri,Saturday,7,Cloudy,0,1,52,25,35,10,Medium
Guntur-Mangalagiri,Saturday,17,Rainy,0,1,52,32,36,11,Medium
Guntur-Narasaraopet,Monday,19,Sunny,0,0,55,43,55,18,High
Tenali-Vijayawada,Friday,7,Rainy,0,0,60,60,60,25,High
Guntur-Mangalagiri,Thursday,19,Cloudy,0,0,52,43,52,17,High
Tenali-Vijayawada,Thursday,22,Sunny,1,0,60,38,38,11,Medium
Tenali-Guntur,Sunday,14,Rainy,0,1,55,17,12,5,Low
Tenali-Chirala,Monday,7,Cloudy,0,0,48,31,34,14,Medium
Guntur-Sattenapalli,Wednesday,20,Sunny,0,0,50,47,50,16,High
Tenali-Repalle,Tuesday,20,Rainy,0,0,42,37,42,16,High
Tenali-Chirala,Saturday,10,Sunny,1,1,48,29,36,10,Medium
Guntur-Amaravati,Wednesday,20,Sunny,0,0,60,49,60,22,High
Tenali-Ongole,Saturday,21,Rainy,0,1,50,16,12,5,Low
